id;month;year;datetime;depth;urlid;url;domain;platform;dataset_total;domain_country;ip_country;country_name;country_alpha-2_code;root_domain;rank
16731;2;2020;2020-04-02 02:04:53.033;0;URL1820044;https://2020census-bucksgis.opendata.arcgis.com;https://2020census-bucksgis.opendata.arcgis.com;ARCGIS;-1;(not available);United States;United States of America;US;2020census-bucksgis.opendata.arcgis.com;1
16733;2;2020;2020-04-02 02:05:07.083;0;URL1820046;http://actmapi-actgov.opendata.arcgis.com;https://actmapi-actgov.opendata.arcgis.com/;ARCGIS;173;(not available);United States;United States of America;US;actmapi-actgov.opendata.arcgis.com;1
16732;2;2020;2020-04-02 02:05:00.727;0;URL1820045;https://actmapi-actgov.opendata.arcgis.com;https://actmapi-actgov.opendata.arcgis.com;ARCGIS;173;(not available);United States;United States of America;US;actmapi-actgov.opendata.arcgis.com;2
15612;2;2020;2020-04-02 00:18:24.577;0;URL3520751;https://admin.opendata.dk;https://admin.opendata.dk/user/login;CKAN;976;Denmark;United States;Denmark;DK;admin.opendata.dk;1
17488;2;2020;2020-04-02 03:32:46.240;0;URL2790296;https://afd.opendatasoft.com:443;https://afd.opendatasoft.com:443/explore/;OPENDATASOFT;13;(not available);(not available);(not available);00;afd.opendatasoft.com:443;1
17487;2;2020;2020-04-02 03:32:42.977;0;URL2790282;http://afd.opendatasoft.com;https://afd.opendatasoft.com:443/explore/;OPENDATASOFT;13;(not available);Ireland;Ireland;IE;afd.opendatasoft.com;2
17486;2;2020;2020-04-02 03:32:39.267;0;URL2790277;https://afd.opendatasoft.com;https://afd.opendatasoft.com/explore/;OPENDATASOFT;13;(not available);Ireland;Ireland;IE;afd.opendatasoft.com;3
16388;2;2020;2020-04-02 01:32:39.197;0;URL6436959;http://africaopendata.org;https://open.africa:443/;CKAN;5639;(not available);United States;United States of America;US;africaopendata.org;1
16387;2;2020;2020-04-02 01:32:35.067;0;URL6436929;https://africaopendata.org;https://open.africa/;CKAN;5639;(not available);United States;United States of America;US;africaopendata.org;2
16735;2;2020;2020-04-02 02:05:43.990;0;URL1820053;https://agcros-usdaars.opendata.arcgis.com;https://agcros-usdaars.opendata.arcgis.com;ARCGIS;43;(not available);United States;United States of America;US;agcros-usdaars.opendata.arcgis.com;1
16734;2;2020;2020-04-02 02:05:22.240;0;URL1820051;http://agcros-usdaars.opendata.arcgis.com;https://agcros-usdaars.opendata.arcgis.com/;ARCGIS;43;(not available);United States;United States of America;US;agcros-usdaars.opendata.arcgis.com;2
16648;2;2020;2020-04-02 01:56:14.837;0;URL7754066;http://www.agridata.tn;http://www.agridata.tn;CKAN;538;Tunisia;Tunisia;Tunisia;TN;agridata.tn;1
16647;2;2020;2020-04-02 01:56:11.363;0;URL7754063;http://agridata.tn;http://agridata.tn;CKAN;538;Tunisia;Tunisia;Tunisia;TN;agridata.tn;2
16736;2;2020;2020-04-02 02:05:51.460;0;URL1820057;http://agroclima-murcia.opendata.arcgis.com;http://agroclima-murcia.opendata.arcgis.com;ARCGIS;56;(not available);United States;United States of America;US;agroclima-murcia.opendata.arcgis.com;1
16082;2;2020;2020-04-02 00:56:55.167;0;URL4798528;https://agtransport.usda.gov;https://agtransport.usda.gov;SOCRATA;0;(not available);United States;United States of America;US;agtransport.usda.gov;1
16737;2;2020;2020-04-02 02:05:58.310;0;URL1820059;http://agzone-auburnme.opendata.arcgis.com;http://agzone-auburnme.opendata.arcgis.com;ARCGIS;273;(not available);United States;United States of America;US;agzone-auburnme.opendata.arcgis.com;1
16739;2;2020;2020-04-02 02:06:09.883;0;URL1820061;http://ais-faa.opendata.arcgis.com;https://ais-faa.opendata.arcgis.com/;ARCGIS;68;(not available);United States;United States of America;US;ais-faa.opendata.arcgis.com;1
