id;month;year;datetime;depth;urlid;url;domain;platform;dataset_total;domain_country;ip_country;country_name;country_alpha-2_code;root_domain;rank
11061;12;2019;2020-01-08 19:07:06.677;0;URL5318721;http://opendata.city.tokushima.tokushima.jp;http://opendata.city.tokushima.tokushima.jp;CKAN;82;Japan;Japan;Japan;JP;opendata.city.tokushima.tokushima.jp;1
11161;12;2019;2020-01-08 19:13:07.957;0;URL6039835;https://opendata.cityofboise.org;https://opendata.cityofboise.org;ARCGIS;67;(not available);United States;United States of America;US;opendata.cityofboise.org;1
11160;12;2019;2020-01-08 19:13:05.057;0;URL6039834;http://opendata.cityofboise.org;http://opendata.cityofboise.org;ARCGIS;67;(not available);United States;United States of America;US;opendata.cityofboise.org;2
11164;12;2019;2020-01-08 19:13:14.877;0;URL6040114;https://opendata.cityofdubuque.org;https://opendata.cityofdubuque.org;SOCRATA;3;(not available);United States;United States of America;US;opendata.cityofdubuque.org;1
12383;12;2019;2020-01-08 20:28:51.170;0;URL1673901;https://opendata.cityofhenderson.com;https://opendata.cityofhenderson.com;SOCRATA;12;(not available);United States;United States of America;US;opendata.cityofhenderson.com;1
12384;12;2019;2020-01-08 20:28:53.467;0;URL1673927;https://opendata.cityofmesquite.com;https://opendata.cityofmesquite.com;SOCRATA;4;(not available);United States;United States of America;US;opendata.cityofmesquite.com;1
12593;12;2019;2020-01-08 20:41:34.747;0;URL2965076;http://opendata.ckrumlov.cz;http://opendata.ckrumlov.cz;ARCGIS;-1;Czech Republic;United States;Czechia;CZ;opendata.ckrumlov.cz;1
11607;12;2019;2020-01-08 19:38:43.557;0;URL7884865;http://opendata.co.cumberland.nc.us;http://opendata.co.cumberland.nc.us;ARCGIS;68;United States of America;United States;United States of America;US;opendata.co.cumberland.nc.us;1
10668;12;2019;2020-01-08 18:43:27.120;0;URL3621133;http://opendata.columbus.gov;http://opendata.columbus.gov;ARCGIS;82;(not available);United States;United States of America;US;opendata.columbus.gov;1
10667;12;2019;2020-01-08 18:43:24.187;0;URL3621132;https://opendata.columbus.gov;https://opendata.columbus.gov;ARCGIS;82;(not available);United States;United States of America;US;opendata.columbus.gov;2
10981;12;2019;2020-01-08 19:02:10.253;0;URL5129321;http://opendata.comune.bari.it;http://opendata.comune.bari.it;CKAN;100;Italy;Italy;Italy;IT;opendata.comune.bari.it;1
10996;12;2019;2020-01-08 19:03:00.360;0;URL5145231;http://opendata.comune.catania.gov.it;http://opendata.comune.catania.gov.it;CKAN;61;Italy;Italy;Italy;IT;opendata.comune.catania.gov.it;1
11024;12;2019;2020-01-08 19:04:53.603;0;URL5220878;http://opendata.comune.civitavecchia.rm.it;http://opendata.comune.civitavecchia.rm.it;CKAN;43;Italy;Italy;Italy;IT;opendata.comune.civitavecchia.rm.it;1
11018;12;2019;2020-01-08 19:04:27.847;0;URL5220130;http://opendata.comune.ra.it;http://opendata.comune.ra.it;CKAN;98;Italy;Italy;Italy;IT;opendata.comune.ra.it;1
11019;12;2019;2020-01-08 19:04:37.790;0;URL5220224;http://opendata.comune.ravenna.it;http://opendata.comune.ravenna.it;CKAN;98;Italy;Italy;Italy;IT;opendata.comune.ravenna.it;1
11021;12;2019;2020-01-08 19:04:44.437;0;URL5220267;http://opendata.comune.re.it;https://opendata.comune.re.it/;CKAN;205;Italy;Italy;Italy;IT;opendata.comune.re.it;1
11020;12;2019;2020-01-08 19:04:41.370;0;URL5220262;https://opendata.comune.re.it;https://opendata.comune.re.it;CKAN;205;Italy;Italy;Italy;IT;opendata.comune.re.it;2
11023;12;2019;2020-01-08 19:04:50.817;0;URL5220713;http://opendata.comune.rimini.it;https://opendata.comune.rimini.it/;CKAN;80;Italy;Italy;Italy;IT;opendata.comune.rimini.it;1
11022;12;2019;2020-01-08 19:04:47.790;0;URL5220705;https://opendata.comune.rimini.it;https://opendata.comune.rimini.it;CKAN;80;Italy;Italy;Italy;IT;opendata.comune.rimini.it;2
10507;12;2019;2020-01-08 18:34:09.480;0;URL3359497;https://opendata.datainfogreffe.fr:443;https://opendata.datainfogreffe.fr:443/pages/offre-open-data/;OPENDATASOFT;39;(not available);(not available);(not available);00;opendata.datainfogreffe.fr:443;1
10506;12;2019;2020-01-08 18:34:06.903;0;URL3359490;https://opendata.datainfogreffe.fr;https://opendata.datainfogreffe.fr/pages/offre-open-data/;OPENDATASOFT;39;France;France;France;FR;opendata.datainfogreffe.fr;2
10505;12;2019;2020-01-08 18:34:03.913;0;URL3359489;http://opendata.datainfogreffe.fr;https://opendata.datainfogreffe.fr:443/pages/offre-open-data/;OPENDATASOFT;39;France;France;France;FR;opendata.datainfogreffe.fr;3
10687;12;2019;2020-01-08 18:44:34.573;0;URL3648836;http://opendata.dc.gov;https://opendata.dc.gov/;ARCGIS;571;(not available);United States;United States of America;US;opendata.dc.gov;1
10686;12;2019;2020-01-08 18:44:29.633;0;URL3648834;https://opendata.dc.gov;https://opendata.dc.gov;ARCGIS;571;(not available);United States;United States of America;US;opendata.dc.gov;2
12397;12;2019;2020-01-08 20:29:33.657;0;URL490438;http://opendata.digitalwallonia.be;https://www.odwb.be/pages/home/;OPENDATASOFT;430;Belgium;Belgium;Belgium;BE;opendata.digitalwallonia.be;1
12608;12;2019;2020-01-08 20:42:40.110;0;URL3050225;https://opendata.dormagen.de;https://opendata.dormagen.de/pages/homepage/;OPENDATASOFT;90;Germany;Germany;Germany;DE;opendata.dormagen.de;1
10513;12;2019;2020-01-08 18:34:28.467;0;URL3361959;https://opendata.doubs.fr;https://opendata.doubs.fr/pages/accueil/;OPENDATASOFT;35;France;Ireland;France;FR;opendata.doubs.fr;1
11426;12;2019;2020-01-08 19:29:19.763;0;URL7382224;https://opendata.drohobych-rada.gov.ua;https://opendata.drohobych-rada.gov.ua;DKAN;1743;Ukraine;Ukraine;Ukraine;UA;opendata.drohobych-rada.gov.ua;1
12609;12;2019;2020-01-08 20:42:45.560;0;URL3050453;https://opendata.duesseldorf.de;https://opendata.duesseldorf.de;DKAN;216;Germany;Germany;Germany;DE;opendata.duesseldorf.de;1
11459;12;2019;2020-01-08 19:31:18.550;0;URL865950;http://opendata.durham.ca;https://opendata.durham.ca/;ARCGIS;39;Canada;United States;Canada;CA;opendata.durham.ca;1
11458;12;2019;2020-01-08 19:31:15.460;0;URL865949;https://opendata.durham.ca;https://opendata.durham.ca;ARCGIS;39;Canada;United States;Canada;CA;opendata.durham.ca;2
11407;12;2019;2020-01-08 19:28:07.870;0;URL7300171;http://opendata.e-land.gov.tw;http://opendata.e-land.gov.tw;CKAN;616;Taiwan;Taiwan;Taiwan, Province of China;TW;opendata.e-land.gov.tw;1
12561;12;2019;2020-01-08 20:39:42.990;0;URL925646;https://opendata.eawag.ch;https://opendata.eawag.ch;CKAN;31;Switzerland;Switzerland;Switzerland;CH;opendata.eawag.ch;1
12417;12;2019;2020-01-08 20:30:36.963;0;URL1903038;https://opendata.edp.com:443;https://opendata.edp.com:443/pages/homepage/;OPENDATASOFT;14;(not available);(not available);(not available);00;opendata.edp.com:443;1
12416;12;2019;2020-01-08 20:30:34.387;0;URL1903026;https://opendata.edp.com;https://opendata.edp.com/pages/homepage/;OPENDATASOFT;14;(not available);France;France;FR;opendata.edp.com;2
12415;12;2019;2020-01-08 20:30:31.803;0;URL1903025;http://opendata.edp.com;https://opendata.edp.com:443/pages/homepage/;OPENDATASOFT;14;(not available);France;France;FR;opendata.edp.com;3
12418;12;2019;2020-01-08 20:30:40.240;0;URL1906672;https://opendata.electricitedemayotte.com;https://opendata.electricitedemayotte.com/pages/accueil/;OPENDATASOFT;9;(not available);France;France;FR;opendata.electricitedemayotte.com;1
11221;12;2019;2020-01-08 19:16:30.723;0;URL6106699;https://opendata.eol.org;https://opendata.eol.org;CKAN;435;(not available);United States;United States of America;US;opendata.eol.org;1
10437;12;2019;2020-01-08 18:30:01.427;0;URL3222939;http://opendata.esri.es;http://opendata.esri.es;ARCGIS;257;Spain;United States;Spain;ES;opendata.esri.es;1
10911;12;2019;2020-01-08 18:57:26.070;0;URL4621208;http://opendata.esrichina.hk;http://opendata.esrichina.hk;ARCGIS;513;Hong Kong;United States;Hong Kong;HK;opendata.esrichina.hk;1
12420;12;2019;2020-01-08 20:30:54.200;0;URL1914496;http://opendata.esriuk.com;http://opendata.esriuk.com;ARCGIS;84;(not available);United States;United States of America;US;opendata.esriuk.com;1
12610;12;2019;2020-01-08 20:42:50.150;0;URL3051470;https://opendata.essen.de;https://opendata.essen.de;DKAN;0;Germany;Germany;Germany;DE;opendata.essen.de;1
12421;12;2019;2020-01-08 20:30:57.023;0;URL1915507;https://opendata.eulerhermes.com;https://opendata.eulerhermes.com/pages/home-page/;OPENDATASOFT;13;(not available);Ireland;Ireland;IE;opendata.eulerhermes.com;1
10703;12;2019;2020-01-08 18:45:25.310;0;URL3707128;https://opendata.fcc.gov;https://opendata.fcc.gov;SOCRATA;34;(not available);United States;United States of America;US;opendata.fcc.gov;1
12423;12;2019;2020-01-08 20:31:01.787;0;URL1925994;https://opendata.fcgov.com;https://opendata.fcgov.com;SOCRATA;40;(not available);United States;United States of America;US;opendata.fcgov.com;1
10529;12;2019;2020-01-08 18:35:19.810;0;URL3362587;https://opendata.finistere.fr;https://opendata.finistere.fr/pages/home-page/;OPENDATASOFT;43;France;France;France;FR;opendata.finistere.fr;1
10691;12;2019;2020-01-08 18:44:52.393;0;URL3656845;http://opendata.firstmap.delaware.gov;http://opendata.firstmap.delaware.gov;ARCGIS;315;(not available);United States;United States of America;US;opendata.firstmap.delaware.gov;1
10690;12;2019;2020-01-08 18:44:48.827;0;URL3656844;https://opendata.firstmap.delaware.gov;https://opendata.firstmap.delaware.gov;ARCGIS;315;(not available);United States;United States of America;US;opendata.firstmap.delaware.gov;2
12614;12;2019;2020-01-08 20:43:08.783;0;URL3061036;https://opendata.gelsenkirchen.de;https://opendata.gelsenkirchen.de;DKAN;0;Germany;Germany;Germany;DE;opendata.gelsenkirchen.de;1
11606;12;2019;2020-01-08 19:38:40.170;0;URL7884826;http://opendata.gis.co.scott.mn.us;https://opendata.gis.co.scott.mn.us/;ARCGIS;62;United States of America;United States;United States of America;US;opendata.gis.co.scott.mn.us;1
11605;12;2019;2020-01-08 19:38:36.997;0;URL7884825;https://opendata.gis.co.scott.mn.us;https://opendata.gis.co.scott.mn.us;ARCGIS;62;United States of America;United States;United States of America;US;opendata.gis.co.scott.mn.us;2
10883;12;2019;2020-01-08 18:55:02.787;0;URL4508064;http://opendata.gis.utah.gov;https://opendata.gis.utah.gov/;ARCGIS;366;(not available);United States;United States of America;US;opendata.gis.utah.gov;1
10882;12;2019;2020-01-08 18:54:59.133;0;URL4508063;https://opendata.gis.utah.gov;https://opendata.gis.utah.gov;ARCGIS;366;(not available);United States;United States of America;US;opendata.gis.utah.gov;2
11418;12;2019;2020-01-08 19:28:47.397;0;URL7345506;http://opendata.go.tz;http://opendata.go.tz;CKAN;186;Tanzania, United Republic of;Tanzania;Tanzania, United Republic of;TZ;opendata.go.tz;1
11239;12;2019;2020-01-08 19:17:30.607;0;URL6162335;https://opendata.gobiernodecanarias.org;https://opendata.gobiernodecanarias.org;CKAN;186;(not available);Spain;Spain;ES;opendata.gobiernodecanarias.org;1
11037;12;2019;2020-01-08 19:05:49.873;0;URL5226782;https://opendata.gov.je;https://opendata.gov.je;CKAN;86;Jersey;Ireland;Jersey;JE;opendata.gov.je;1
12522;12;2019;2020-01-08 20:37:46.403;0;URL910674;https://opendata.granollers.cat;https://opendata.granollers.cat;SOCRATA;55;(not available);Ireland;Ireland;IE;opendata.granollers.cat;1
10548;12;2019;2020-01-08 18:36:27.917;0;URL3409766;https://opendata.grdf.fr;https://opendata.grdf.fr/pages/accueil/;OPENDATASOFT;12;France;France;France;FR;opendata.grdf.fr;1
11461;12;2019;2020-01-08 19:31:24.527;0;URL874326;http://opendata.greatersudbury.ca;http://opendata.greatersudbury.ca;ARCGIS;53;Canada;United States;Canada;CA;opendata.greatersudbury.ca;1
12428;12;2019;2020-01-08 20:31:17.190;0;URL2130134;https://opendata.grtgaz.com;https://opendata.grtgaz.com/pages/accueil/;OPENDATASOFT;3;(not available);France;France;FR;opendata.grtgaz.com;1
10549;12;2019;2020-01-08 18:36:31.597;0;URL3409798;https://opendata.ha-py.fr;https://opendata.ha-py.fr/pages/accueil/;OPENDATASOFT;44;France;France;France;FR;opendata.ha-py.fr;1
12469;12;2019;2020-01-08 20:33:47.323;0;URL884295;http://opendata.haldimandcounty.on.ca;http://opendata.haldimandcounty.on.ca;ARCGIS;35;Canada;United States;Canada;CA;opendata.haldimandcounty.on.ca;1
10552;12;2019;2020-01-08 18:36:45.007;0;URL3409854;https://opendata.hauts-de-seine.fr;https://opendata.hauts-de-seine.fr/pages/accueil/;OPENDATASOFT;214;France;France;France;FR;opendata.hauts-de-seine.fr;1
10554;12;2019;2020-01-08 18:36:56.860;0;URL3409877;http://opendata.hautsdefrance.fr;https://opendata.hautsdefrance.fr/;DKAN;156;France;France;France;FR;opendata.hautsdefrance.fr;1
10553;12;2019;2020-01-08 18:36:50.960;0;URL3409875;https://opendata.hautsdefrance.fr;https://opendata.hautsdefrance.fr;DKAN;156;France;France;France;FR;opendata.hautsdefrance.fr;2
10730;12;2019;2020-01-08 18:47:08.147;0;URL3783668;http://opendata.hayward-ca.gov;http://opendata.hayward-ca.gov;ARCGIS;21;(not available);United States;United States of America;US;opendata.hayward-ca.gov;1
11410;12;2019;2020-01-08 19:28:18.633;0;URL7303469;http://opendata.hccg.gov.tw;http://opendata.hccg.gov.tw;CKAN;406;Taiwan;Taiwan;Taiwan, Province of China;TW;opendata.hccg.gov.tw;1
10737;12;2019;2020-01-08 18:47:26.083;0;URL3805178;https://opendata.howardcountymd.gov;https://opendata.howardcountymd.gov;SOCRATA;77;(not available);United States;United States of America;US;opendata.howardcountymd.gov;1
10915;12;2019;2020-01-08 18:57:39.103;0;URL4642516;http://www.opendata.hu;http://www.opendata.hu;CKAN;57;Hungary;Germany;Hungary;HU;opendata.hu;1
10914;12;2019;2020-01-08 18:57:35.897;0;URL4642515;http://opendata.hu;http://opendata.hu;CKAN;57;Hungary;Germany;Hungary;HU;opendata.hu;2
10441;12;2019;2020-01-08 18:30:13.887;0;URL3232571;https://opendata.idegrancanaria.es;https://opendata.idegrancanaria.es;CKAN;1;Spain;Spain;Spain;ES;opendata.idegrancanaria.es;1
